Project_ID,Project_Name,Project_Type,Region,Delivery_Method,Complexity_Level,Digital_Coordination_Level,Owner_Decision_Profile,Original_Budget,CPI_Snapshot,SPI_Snapshot,Pending_Change_Exposure_Pct_Budget,Avg_RFI_Response_Days,Overdue_RFI_Rate,Change_Approval_Cycle_Days,Contingency_Utilization_Pct,Workflow_Risk_Score_Snapshot,Cost_Overrun_Flag,Schedule_Delay_Flag,Final_Cost_Overrun_Pct,Final_Schedule_Delay_Days,Predicted_Cost_Overrun_Probability,Predicted_Schedule_Delay_Probability,Overall_Overrun_Probability,Predicted_Final_Cost_Overrun_Pct,Predicted_Final_Schedule_Delay_Days,Risk_Band,Primary_Risk_Drivers
PRJ3-00088,Harbor District 88,Mixed-Use,Southwest,Design-Bid-Build,Very High,Low,Fast,112009700,0.839,0.8883,0.0456,15.538,0.5584,27.479,0.3766,6,1,0,0.1344,26,0.906769040906118,0.8024461175594633,0.9815818620673488,0.194928897049543,40.28150813345918,Red,Overdue RFI backlog; Slow RFI response; Workflow risk score
PRJ3-01155,Copper Education Center 1155,Institutional,Northeast,CMAR,High,Low,Slow,217259300,0.8989,0.8398,0.0392,14.055,0.4076,33.6,0.3625,6,1,1,0.1412,42,0.6995501097522088,0.9342149703743526,0.9802348950690264,0.0986925801916373,38.43785749274274,Red,Slow RFI response; Slow change approval; Workflow risk score
PRJ3-01906,Liberty Education Center 1906,Institutional,Southeast,IPD,Very High,Low,Fast,169010600,0.9115,0.8294,0.015,13.616,0.4953,28.61,0.2798,4,1,1,0.142,38,0.5100779097786279,0.9497750771802724,0.975393700830952,0.0959514478563238,34.273206941740845,Red,Overdue RFI backlog; Slow RFI response; Slow change approval
PRJ3-00192,Cedar Research Facility 192,Institutional,Midwest,Design-Bid-Build,High,Moderate,Slow,126790500,0.8709,0.8478,0.0323,11.952,0.4965,28.54,0.3231,6,1,0,0.1033,25,0.8460612027945218,0.8281913133109264,0.9735519774216312,0.128977175096937,31.34838720685878,Red,Overdue RFI backlog; Workflow risk score; Slow change approval
PRJ3-02161,Gateway Utility Corridor 2161,Infrastructure,West,CMAR,Very High,High,Slow,169433500,0.899,0.8427,0.0425,12.164,0.4661,26.832,0.3696,5,1,1,0.1264,36,0.8410752681621066,0.8207590009973642,0.97151417229915,0.1316884623655304,31.275033373750382,Red,Overdue RFI backlog; Slow RFI response; Low SPI
PRJ3-00084,Gateway Earthworks Package 84,Heavy Civil,Midwest,CMAR,High,Low,Standard,96284900,0.9282,0.877,0.0159,11.789,0.4712,18.082,0.2993,4,1,1,0.1555,85,0.5809410964515245,0.929572554793674,0.9704867520321168,0.0958341485264545,38.826288982363394,Red,Overdue RFI backlog; Low SPI; Low CPI
PRJ3-01281,Evergreen District 1281,Mixed-Use,West,Design-Bid-Build,High,Moderate,Standard,231193500,0.8482,0.8756,0.0572,11.518,0.4505,21.659,0.505,6,1,0,0.1478,15,0.8704124174249152,0.7486097435814238,0.967422944387786,0.1560626217311778,31.475939815318405,Red,Overdue RFI backlog; Workflow risk score; Low CPI
PRJ3-01248,Evergreen Residences 1248,Residential,Mountain,Design-Bid-Build,High,Moderate,Slow,29916700,0.889,0.8132,0.039,7.49,0.3548,26.213,0.3894,4,1,0,0.1835,18,0.8176519230112734,0.8124278956584001,0.9657965874765804,0.1272224513686613,29.595710790345123,Red,Overdue RFI backlog; Low SPI; Low CPI
PRJ3-00260,Riverside Bridge Program 260,Heavy Civil,Mountain,CMAR,High,Low,Slow,168937400,0.8955,0.8653,0.0215,9.593,0.3048,19.307,0.3874,3,1,1,0.1415,52,0.8081018570237497,0.8140603771057844,0.9643185316608958,0.1023676335985682,35.59591793490644,Red,Overdue RFI backlog; Low SPI; Low CPI
PRJ3-00404,Cedar Logistics Center 404,Industrial,West,CMAR,High,High,Slow,121734100,0.8649,0.9689,0.0459,12.763,0.5245,38.439,0.5206,6,1,0,0.1819,8,0.8833368170276948,0.6941388640514481,0.964317266332717,0.1371563920617915,37.34370643999396,Red,Overdue RFI backlog; Slow change approval; Workflow risk score
PRJ3-02204,Mesa Civic Complex 2204,Institutional,Mountain,Design-Bid-Build,Very High,Moderate,Slow,192282000,0.8025,0.8864,0.0598,9.497,0.2624,38.877,0.2444,6,1,0,0.1894,18,0.8510433600784493,0.7572113194183212,0.9638350139295664,0.2078179643559782,34.607908496596416,Red,Slow change approval; Workflow risk score; Overdue RFI backlog
PRJ3-00641,Canyon Retail Center 641,Commercial,Southwest,Design-Bid-Build,High,Moderate,Slow,32840600,0.8747,0.9503,0.0378,10.978,0.409,25.319,0.5888,5,1,0,0.1366,3,0.9083213182467744,0.5992069165583309,0.9632558184542572,0.145862227665731,25.66911660437894,Red,Overdue RFI backlog; Low CPI; Pending change exposure
PRJ3-01519,Granite Utility Corridor 1519,Infrastructure,Southeast,Design-Build,Very High,Moderate,Standard,178719500,0.9574,0.8654,0.0231,13.479,0.458,38.889,0.428,6,0,1,0.0485,63,0.4710192440936519,0.928972846407721,0.96242800260288,0.0710323502670414,41.87718976570914,Red,Slow change approval; Overdue RFI backlog; Slow RFI response
PRJ3-01875,Canyon Housing 1875,Residential,Mountain,Design-Build,Moderate,Low,Slow,37263700,0.8269,1.0306,0.0347,9.708,0.364,47.723,0.2296,5,1,0,0.1521,16,0.6826212663158453,0.8757731622805178,0.9605730435550036,0.1571457173937462,31.41891715100074,Red,Slow change approval; Overdue RFI backlog; Low CPI
PRJ3-01379,Summit Apartments 1379,Residential,Mountain,CMAR,Very High,Low,Standard,64472600,0.8916,0.8618,0.0293,9.519,0.3784,19.78,0.1912,3,1,0,0.1291,-14,0.7101171011123641,0.8602208396468023,0.9594804117927354,0.1145636330193686,28.030728277753767,Red,Overdue RFI backlog; Low SPI; Low CPI
PRJ3-02104,Summit Transit Program 2104,Infrastructure,Midwest,Design-Bid-Build,Moderate,Low,Standard,208609300,0.8056,0.9026,0.0455,6.93,0.2714,22.484,0.2764,3,1,1,0.1562,47,0.7257952926277584,0.8521933486656864,0.9594707204232036,0.1758470338084578,27.23284690585401,Red,Overdue RFI backlog; Low CPI; Low SPI
PRJ3-02151,Crescent Town Center 2151,Mixed-Use,Mountain,IPD,High,Low,Standard,41932800,0.8508,0.9336,0.0113,8.408,0.2468,36.289,0.5427,4,1,0,0.1564,1,0.6896826998400225,0.8620544894341754,0.9571931215920236,0.1373201519372729,34.04616444115469,Red,Slow change approval; Low CPI; Low SPI
PRJ3-01769,Summit Town Center 1769,Mixed-Use,Mountain,CMAR,Very High,Low,Standard,140362700,0.8679,0.8877,0.0301,6.891,0.2259,21.312,0.3402,3,1,0,0.1044,4,0.7359327170359812,0.8355878250429265,0.9565841236728808,0.1322148165719617,27.13611585735729,Red,Low CPI; Low SPI; Pending change exposure
PRJ3-01363,Redwood Utility Corridor 1363,Infrastructure,Midwest,Design-Build,Moderate,Low,Slow,194036900,0.9305,0.9293,0.0469,15.747,0.4956,41.449,0.4246,7,1,1,0.1485,60,0.7143264230743493,0.8471967690773187,0.9563481544565214,0.1172290468468848,35.098713935387444,Red,Slow change approval; Slow RFI response; Workflow risk score
PRJ3-00929,Liberty District 929,Mixed-Use,Northeast,Design-Bid-Build,High,Low,Slow,155594300,0.8568,0.855,0.0407,11.685,0.3737,20.526,0.4254,5,1,1,0.1833,72,0.8605703572699055,0.6846367998757572,0.9560290216764576,0.1434989680208757,30.71207716797349,Red,Overdue RFI backlog; Low SPI; Low CPI
PRJ3-00207,Northstar Town Center 207,Mixed-Use,Southeast,CMAR,High,Low,Standard,308523400,0.9171,0.8579,0.039,9.801,0.3025,22.014,0.328,4,1,1,0.1572,34,0.7961605556517315,0.7833030182519626,0.9558286076485332,0.1220605430444247,25.001276404055368,Red,Overdue RFI backlog; Low SPI; Low CPI
PRJ3-01002,Summit Housing 1002,Residential,Southeast,Design-Bid-Build,Moderate,Low,Slow,31229800,0.9969,0.927,0.0331,14.611,0.5781,30.233,0.0691,6,0,0,0.0172,24,0.3625394327373369,0.9274208960308212,0.9537336832123916,0.03969013078585,35.77324510146712,Red,Overdue RFI backlog; Slow RFI response; Workflow risk score
PRJ3-01267,Evergreen Housing 1267,Residential,Midwest,Design-Bid-Build,Very High,High,Standard,111191300,0.8639,0.9412,0.0356,11.847,0.5117,27.089,0.1966,5,1,0,0.1397,26,0.7582507467580786,0.8014180805097405,0.9519929692558824,0.1229247526316837,27.017362670269605,Red,Overdue RFI backlog; Low CPI; Low SPI
PRJ3-01073,Lakeview Medical Center 1073,Institutional,Southeast,Design-Bid-Build,High,Low,Fast,82907100,0.8262,0.8795,0.0188,11.913,0.4138,21.324,0.4524,4,1,0,0.144,16,0.7601634497792465,0.790557647591138,0.9497680687281392,0.1740993297142557,25.54128229030177,Red,Overdue RFI backlog; Low CPI; Low SPI
PRJ3-00064,Gateway Office Campus 64,Commercial,Midwest,IPD,Very High,Low,Standard,111691000,0.8762,0.955,0.0334,13.692,0.39,29.595,0.5033,5,0,0,0.0881,16,0.833381998957746,0.672875914047684,0.9454952387058506,0.1364011748660746,28.94281001838969,Red,Slow RFI response; Slow change approval; Overdue RFI backlog
PRJ3-00248,Cedar Residences 248,Residential,Southwest,Design-Bid-Build,High,Moderate,Slow,47999900,0.8081,0.9246,0.0457,10.712,0.4127,22.5,0.4086,4,1,1,0.1545,43,0.836968894659578,0.6611041377302236,0.9447494329788628,0.1735455093232225,21.69785419663621,Red,Overdue RFI backlog; Low CPI; Low SPI
PRJ3-02072,Riverside Highway Improvements 2072,Heavy Civil,West,CMAR,Very High,High,Slow,280836100,0.8085,0.8397,0.0468,11.309,0.3904,31.797,0.2258,6,0,1,0.0674,39,0.8086684284873337,0.6946423684145269,0.9415754444753656,0.2015411187058821,30.27937999382675,Red,Workflow risk score; Slow change approval; Overdue RFI backlog
PRJ3-02137,Liberty Apartments 2137,Residential,Northeast,CMAR,High,Moderate,Standard,208434000,0.99,0.907,0.0352,9.726,0.3245,33.022,0.4024,4,0,1,0.04,55,0.4465591012332668,0.8907363291990301,0.9395290158293588,0.0617859919414082,36.38942912486738,Red,Slow change approval; Overdue RFI backlog; Low SPI
PRJ3-02237,Northstar Research Facility 2237,Institutional,West,Design-Build,High,Low,Slow,113695100,0.8883,0.9313,0.0509,11.498,0.4595,24.893,0.2319,5,1,1,0.1412,43,0.7906470340318151,0.6979479621415374,0.9367645099975964,0.1217948836288267,24.667001207908047,Red,Overdue RFI backlog; Low CPI; Low SPI
PRJ3-00251,Aspen Urban Village 251,Mixed-Use,Southeast,IPD,Very High,Low,Standard,129550300,0.7901,0.8502,0.035,9.973,0.3582,11.833,0.4496,4,1,0,0.1854,27,0.8364161354095561,0.6019174860368341,0.934880123940026,0.1762785016232056,24.835951969071985,Red,Overdue RFI backlog; Low CPI; Low SPI
PRJ3-00203,Riverside Highway Improvements 203,Heavy Civil,Southeast,Design-Bid-Build,Very High,Moderate,Standard,144884300,0.8855,0.9965,0.0304,7.893,0.2762,16.873,0.4378,3,1,1,0.104,53,0.76044498566483,0.7273897640866895,0.9346948510278728,0.1085059809478935,19.47065194903692,Red,Overdue RFI backlog; Low CPI; Pending change exposure
PRJ3-01075,Canyon Bridge Program 1075,Heavy Civil,Mountain,Design-Build,High,Moderate,Standard,105945000,0.9919,0.8999,0.021,13.89,0.4795,26.574,0.3397,5,0,1,0.0757,38,0.4006364401190388,0.8899094536412839,0.9340157382252,0.0381909963444552,35.36608664739279,Red,Overdue RFI backlog; Slow RFI response; Low SPI
PRJ3-00770,Copper Urban Village 770,Mixed-Use,Mountain,Design-Build,High,Low,Standard,87207400,0.9372,0.9014,0.0236,6.054,0.2172,34.293,0.2317,4,0,0,0.0572,26,0.5288283909313217,0.8598399384044711,0.9339605582508697,0.0794390785839592,33.81868163140862,Red,Slow change approval; Low SPI; Low CPI
PRJ3-00723,Harbor Research Facility 723,Institutional,West,Design-Bid-Build,Very High,Low,Standard,118717300,0.8833,0.8694,0.0418,6.381,0.1749,21.613,0.2855,3,1,0,0.114,3,0.6517659755612845,0.8065235248546664,0.9326249084259234,0.1302627816571742,27.900036742901648,Red,Low SPI; Low CPI; Pending change exposure
PRJ3-00848,Mesa Urban Village 848,Mixed-Use,Mountain,CMAR,Very High,Moderate,Standard,265444400,0.8997,0.8884,0.0291,10.329,0.4422,18.522,0.4007,4,1,0,0.157,8,0.7571793171234634,0.7221952057508362,0.9325432501540424,0.1001734462876015,24.758615216152972,Red,Overdue RFI backlog; Low SPI; Low CPI
PRJ3-00234,Crescent Urban Village 234,Mixed-Use,Midwest,Design-Bid-Build,Very High,Low,Fast,120137700,0.8533,0.9626,0.0302,6.868,0.2292,25.643,0.5629,4,1,0,0.2134,14,0.8487812555204671,0.5423415982226092,0.9307934710827134,0.1374349656911604,27.98552724240961,Red,Low CPI; Pending change exposure
PRJ3-02069,Gateway Urban Village 2069,Mixed-Use,Southeast,CMAR,Moderate,Low,Slow,105819300,0.9643,0.8256,0.0237,9.097,0.3247,27.146,0.2524,4,1,1,0.1256,51,0.4243354280399079,0.8755674313002431,0.9283685786015596,0.0781682779408843,35.50140832994464,Red,Overdue RFI backlog; Low SPI; Pending change exposure
PRJ3-00859,Summit Process Plant 859,Industrial,West,Design-Build,Very High,Low,Standard,159957700,0.9213,0.8762,0.0362,13.09,0.4647,22.801,0.4662,6,1,1,0.1189,46,0.7976294634464149,0.63922395539852,0.9269895582783184,0.1198168203990257,33.71217855874756,Red,Overdue RFI backlog; Slow RFI response; Workflow risk score
PRJ3-00733,Lakeview Town Center 733,Mixed-Use,West,Design-Bid-Build,Moderate,High,Slow,64291700,0.9592,0.9054,0.0337,8.471,0.2991,35.82,0.2863,5,0,1,-0.0028,32,0.4170510245765138,0.8702834634567265,0.9243818779266156,0.0710213367859757,34.79290863127166,Red,Slow change approval; Overdue RFI backlog; Low SPI
PRJ3-00591,Crescent Highway Improvements 591,Heavy Civil,Southeast,Design-Build,Moderate,Moderate,Slow,381081400,0.9848,0.8295,0.0328,12.626,0.5826,22.711,0.0981,5,0,1,-0.0087,58,0.3170599602461377,0.8823802111033364,0.9196727366950715,0.0465205098036914,29.602091488980054,Red,Overdue RFI backlog; Slow RFI response; Low SPI
PRJ3-01471,Northstar Apartments 1471,Residential,West,Design-Build,Moderate,Low,Slow,99790900,0.8603,0.9032,0.0362,10.902,0.424,20.236,0.2723,4,1,0,0.1464,4,0.717869181233019,0.7070257911552025,0.9173429465810088,0.1083826864569112,22.574983955607,Red,Overdue RFI backlog; Low CPI; Low SPI
PRJ3-02087,Pioneer Office Campus 2087,Commercial,Midwest,Design-Bid-Build,High,Moderate,Standard,126442500,0.8743,1.0435,0.0289,12.611,0.4171,27.424,0.3267,5,1,0,0.1336,-7,0.7998779839695529,0.5840995551545243,0.9167691645095636,0.1276455542317714,15.540126554865743,Red,Slow RFI response; Overdue RFI backlog; Low CPI
PRJ3-01982,Copper Apartments 1982,Residential,West,CMAR,High,Moderate,Standard,32547800,0.9097,0.8831,0.0267,13.494,0.5141,19.093,0.4355,4,0,0,0.0557,9,0.7143153295222837,0.6939253656886887,0.9125591689551856,0.0966846200146769,15.56681755901309,Red,Overdue RFI backlog; Slow RFI response; Low SPI
PRJ3-01489,Crescent Residences 1489,Residential,Midwest,Design-Bid-Build,Very High,High,Fast,34738300,0.8857,0.9012,0.0075,7.329,0.2566,32.649,0.3411,3,1,0,0.1281,28,0.6127171972239454,0.7707710015212524,0.9112235509916028,0.1150007433182404,35.067388058375045,Red,Slow change approval; Overdue RFI backlog; Low CPI
PRJ3-02381,Evergreen Public Works Program 2381,Infrastructure,Mountain,Design-Build,High,Moderate,Standard,520370300,0.9936,0.9299,0.0113,12.929,0.4377,27.201,0.2576,4,0,0,0.0482,17,0.284258787089732,0.8752738320252849,0.9107283412521276,0.0457202524501846,30.871254932752173,Red,Overdue RFI backlog; Slow RFI response; Low SPI
PRJ3-01702,Riverside Logistics Center 1702,Industrial,Mountain,IPD,High,Moderate,Slow,110921400,0.85,0.9005,0.0151,8.353,0.2349,25.999,0.3628,3,1,1,0.1198,39,0.7600613188230543,0.6254660155753543,0.9101348097212038,0.1208735945225715,22.320789922332786,Red,Low CPI; Low SPI
PRJ3-02239,Cedar Medical Center 2239,Institutional,West,Design-Bid-Build,High,Moderate,Fast,90049400,0.8999,0.9068,0.0226,6.886,0.2692,16.359,0.356,2,1,0,0.1323,0,0.650581632259474,0.7414887401043231,0.9096714175247056,0.092545394440956,23.98594690085836,Red,Overdue RFI backlog; Low CPI; Low SPI
PRJ3-00788,Evergreen Manufacturing Facility 788,Industrial,Mountain,Design-Bid-Build,Very High,High,Standard,73952700,0.9073,0.9108,0.0176,12.848,0.3194,20.791,0.4071,4,0,1,0.0544,36,0.7217594901105544,0.6669482533122543,0.9073315121820312,0.1071565801275399,21.836537773749228,Red,Slow RFI response; Overdue RFI backlog; Low CPI
PRJ3-01313,Aspen Process Plant 1313,Industrial,Southwest,CMAR,High,Moderate,Slow,177646100,0.8503,0.8695,0.0174,8.194,0.2619,28.407,0.4663,3,1,1,0.1369,45,0.7702341909929852,0.5831971861536219,0.9042329642801868,0.1211492298665462,24.668903536155533,Red,Slow change approval; Overdue RFI backlog; Low CPI
PRJ3-00620,Evergreen Marketplace 620,Commercial,West,Design-Build,High,Low,Standard,257507500,0.961,0.8073,0.0258,8.337,0.3427,25.378,0.3617,3,0,1,0.0174,88,0.3843213943906269,0.8442881256277843,0.9041315303096924,0.064419067202873,20.14786243252517,Red,Overdue RFI backlog; Low SPI; Pending change exposure
PRJ3-00178,Mesa Medical Center 178,Institutional,Mountain,CMAR,Moderate,Low,Slow,243331700,0.9571,0.8778,0.0351,5.143,0.3383,25.155,0.2877,4,0,1,0.0416,50,0.5669809867937086,0.7759525260873599,0.9029831839349862,0.0805931752624975,31.040935497692708,Red,Overdue RFI backlog; Low SPI; Pending change exposure
PRJ3-00568,Riverside Bridge Program 568,Heavy Civil,Mountain,Design-Build,High,High,Slow,294196000,0.8329,0.8792,0.0496,2.0,0.1244,26.398,0.348,4,1,0,0.1758,17,0.7577413484684203,0.5932987091255809,0.9014730936966104,0.1830422906319087,26.63044982356801,Red,Low CPI; Low SPI; Pending change exposure
PRJ3-01087,Liberty Corporate Center 1087,Commercial,Midwest,Design-Bid-Build,Very High,Low,Fast,53030700,0.8995,0.9567,0.0426,10.695,0.3435,20.268,0.4083,4,1,0,0.1063,-25,0.8119223266261387,0.4740989835904249,0.9010897604087384,0.1175169504625272,17.66444306893357,Red,Overdue RFI backlog; Low CPI; Pending change exposure
PRJ3-00424,Riverside Transit Program 424,Infrastructure,Southwest,IPD,Very High,Moderate,Slow,161358100,0.9984,0.8391,0.0517,11.05,0.3712,30.215,0.3354,6,0,1,0.0723,43,0.4344040676466481,0.8205616127929334,0.8985103780876373,0.0726999944413338,30.882852311182567,Red,Workflow risk score; Slow change approval; Overdue RFI backlog
PRJ3-01888,Riverside Neighborhood 1888,Residential,Midwest,Design-Bid-Build,Moderate,Moderate,Slow,108711000,0.9302,0.8614,0.0246,7.716,0.2711,32.15,0.2533,4,0,1,0.0663,72,0.3384866939215697,0.8435226983076219,0.8964881828312431,0.0699415730706931,21.47836764259126,Red,Slow change approval; Overdue RFI backlog; Low SPI
PRJ3-02043,Harbor Airport Improvements 2043,Infrastructure,Midwest,IPD,High,Moderate,Slow,189031500,0.9135,0.9349,0.0352,7.939,0.3178,29.603,0.4744,5,0,0,0.0956,-7,0.6601956683317367,0.6905203982396569,0.8948374907588663,0.1031004122878301,22.606194424677334,Red,Slow change approval; Overdue RFI backlog; Low CPI
PRJ3-00359,Mesa Logistics Center 359,Industrial,Southwest,IPD,High,Moderate,Slow,178176600,0.8607,0.9319,0.0412,9.242,0.2899,25.965,0.4654,4,0,0,0.0895,25,0.8331598541250462,0.3329331327548472,0.8887064665604703,0.1227818626077451,20.395882451749547,Red,Overdue RFI backlog; Low CPI; Low SPI
PRJ3-00287,Granite Office Campus 287,Commercial,West,CMAR,Very High,Low,Standard,87206300,0.9916,0.8584,0.0403,9.914,0.3021,40.338,0.4646,5,0,1,0.035,50,0.4987114632757449,0.769861489272781,0.8846342027136531,0.0791927554599703,38.44087465671053,Red,Slow change approval; Overdue RFI backlog; Low SPI
PRJ3-00771,Horizon Water Program 771,Heavy Civil,Southeast,IPD,Moderate,Moderate,Slow,134426400,0.9059,0.9511,0.0133,10.403,0.3649,24.317,0.2747,3,0,1,0.0816,50,0.5857276626003335,0.7060556677302169,0.8782269944052127,0.091769678797847,24.15579291428378,Red,Overdue RFI backlog; Low CPI
PRJ3-00335,Canyon Airport Improvements 335,Infrastructure,West,Design-Build,Moderate,Moderate,Slow,162553500,0.9001,0.9792,0.025,14.352,0.5484,17.152,0.23,4,0,0,0.0881,11,0.6020699058773858,0.6911181401526171,0.8770866124381628,0.0842223579834298,15.644479700920712,Red,Overdue RFI backlog; Slow RFI response; Low CPI
PRJ3-01215,Canyon Water Program 1215,Heavy Civil,Mountain,CMAR,High,Low,Slow,238936800,0.89,0.962,0.0325,9.053,0.3582,30.217,0.3187,4,0,0,0.0878,14,0.7564500425790401,0.4872002877921779,0.8751076519263045,0.1051213090806257,16.199218474988037,Red,Slow change approval; Overdue RFI backlog; Low CPI
PRJ3-00252,Northstar Manufacturing Facility 252,Industrial,Southeast,IPD,Very High,Low,Standard,105699800,0.9578,0.8939,0.0263,7.252,0.2005,26.099,0.2664,3,1,0,0.1585,24,0.4456215089838953,0.772703412907177,0.8739916610343702,0.080126440326946,33.77029589301171,Red,Low SPI; Pending change exposure
PRJ3-02296,Liberty Research Facility 2296,Institutional,Northeast,Design-Build,High,Moderate,Slow,285623400,0.8809,0.8817,0.0172,10.12,0.3265,32.899,0.3214,4,1,0,0.1258,27,0.7017749111370157,0.5720203688671546,0.87236573647386,0.1122562991705549,20.81960977284916,Red,Slow change approval; Overdue RFI backlog; Low CPI
PRJ3-01340,Lakeview Retail Center 1340,Commercial,Midwest,Design-Build,High,Moderate,Slow,81441200,0.9854,0.9842,0.0476,9.876,0.4556,34.315,0.3461,6,0,1,0.0014,37,0.5214805974660325,0.7274566926152785,0.8695827393856316,0.0684580192517764,36.02374131202447,Red,Slow change approval; Overdue RFI backlog; Workflow risk score
PRJ3-00214,Aspen Corporate Center 214,Commercial,Midwest,Design-Bid-Build,High,High,Slow,65792300,0.9346,0.976,0.0315,9.762,0.342,31.808,0.2662,4,0,0,0.0956,13,0.6117593058217984,0.6610175655805369,0.8683932243467709,0.0918155654034538,25.25028695108795,Red,Slow change approval; Overdue RFI backlog; Low CPI
PRJ3-02018,Gateway Civic Complex 2018,Institutional,West,CMAR,High,Moderate,Standard,75236600,0.9108,0.9545,0.0329,9.182,0.3127,18.887,0.3386,3,1,0,0.2344,-1,0.6749575966930407,0.5847574309708568,0.8650285574074114,0.1092965785366676,11.821330250442944,Red,Overdue RFI backlog; Low CPI; Pending change exposure
PRJ3-00040,Granite Bridge Program 40,Heavy Civil,Southwest,Design-Build,Moderate,Moderate,Slow,382453500,0.8807,0.9496,0.0347,8.468,0.3138,33.058,0.4662,5,1,0,0.1687,23,0.6075875180380791,0.6554970626346058,0.8648127473052735,0.1058627228195896,16.431945458756164,Red,Slow change approval; Overdue RFI backlog; Low CPI
PRJ3-00572,Riverside Utility Corridor 572,Infrastructure,Midwest,IPD,Moderate,High,Slow,86975600,0.97,0.8921,0.0068,10.554,0.5005,28.71,0.2294,4,0,1,-0.0142,35,0.2498942447243306,0.8165013703603806,0.862356621822123,0.0536539286744165,28.697493551315247,Red,Overdue RFI backlog; Slow change approval; Low SPI
